0,811.13817834
1,371.93635388
2,341.00440245
3,320.45435033
4,306.13079251
5,288.07467457
6,283.36103365
7,273.19451044
8,268.73682722
9,263.25125325
10,260.77513472
11,258.23168717
12,258.15855365
13,258.1205782
14,258.04988689
15,258.04988689
16,258.04988689
17,258.04988689
18,258.04988689
19,258.04988689
20,258.04988689
21,258.04988689
22,258.04988689
23,258.04988689
24,258.04988689
25,258.04988689
26,258.04988689
27,258.04988689
28,258.04988689
29,258.04988689
30,258.04988689
31,258.04988689
32,258.04988689
33,258.04988689
34,258.04988689
35,258.04988689
36,258.04988689
37,258.04988689
38,258.04988689
39,258.04988689
40,258.04988689
41,258.04988689
42,258.04988689
43,258.04988689
44,258.04988689
45,258.04988689
46,258.04988689
47,258.04988689
48,258.04988689
49,258.04988689
50,258.04988689
51,258.04988689
52,258.04988689
53,258.04988689
54,258.04988689
55,258.04988689
56,258.04988689
57,258.04988689
58,258.04988689
59,258.04988689
60,258.04988689
61,258.04988689
62,258.04988689
63,258.04988689
64,258.04988689
65,258.04988689
