0,1547.31167714
1,137.84744893
2,125.84871646
3,114.35331348
4,144.1465468
5,118.13811914
6,133.01770608
7,122.0760684
8,120.56752658
9,114.10049586
10,130.7828897
11,116.23496028
12,120.9729365
13,116.78235889
14,140.57833832
15,115.43809357
16,113.72847165
17,109.648918
18,128.37003296
19,118.20181509
20,115.48192436
21,113.03702653
22,108.85475611
23,140.917249
24,113.45875767
25,109.92124603
26,120.57057876
27,105.85496399
28,121.73905264
29,110.7062638
30,120.70694353
31,109.36087453
32,114.37264447
33,112.4465947
34,123.42478128
35,109.48029771
36,131.38457002
37,116.28543865
38,110.14019841
39,124.81395037
40,115.37719638
41,113.79709177
42,119.98491314
43,110.19867754
44,129.23776257
45,114.7761066
46,112.96650357
47,130.11766381
48,114.6710043
49,110.90608607
50,110.76167927
51,116.36748783
52,109.32828761
53,126.74449711
54,113.23709706
55,107.86426477
56,112.75981358
57,111.08284757
58,132.40854027
59,113.35448065
60,107.51317086
61,140.06434044
62,108.11323329
63,123.09767089
64,110.60319385
65,109.48693755
66,116.64172992
